pid,Cohort,Time,Grade,Gender,School,Ethnicity,Language.Fluency,Parent.Ed.Lvl,SpEd,SpEd.Dis,Low.Income,Time_since_firstgameplay,Age_months,Year_enrolled,Birthdate_provided,BACKWARDSSPATIALSPAN.object_count_span,SPATIALSPAN.object_count_span,SAATSUSTAINED.rt_sd.correct,SAATIMPULSIVE.dprime.overall,TNT.dprime.tap_trace,FLANKER.rcs.overall,STROOP.rcs.overall,TASKSWITCH.rcs.overall,BOXED.rt_mean.correct,BRT.rt_mean.correct,BRT.rt_mean.correct.dominant,BRT.rt_mean.correct.nondominant,,TNT.dprime.tap_trace.residuals,SAAT.rt_sd.correct.sustained.residuals,SAAT.dprime.impulsive.residuals,FLANKER.rcs.overall.residuals,STROOP.rcs.overall.residuals,TASKSWITCH.rcs.overall.residuals,BOXED.rt_mean.correct.residuals,BACKWARDSSPATIALSPAN.object_count_span.residuals,SPATIALSPAN.object_count_span.residuals,X2017.ELA.SBAC.SS,X2017.ELA.SBAC.PL,X2017.Math.SBAC.SS,X2017.Math.SBAC.PL,X2018.ELA.SBAC.SS,X2018.ELA.SBAC.PL,X2018.Math.SBAC.SS,X2018.Math.SBAC.PL,MATH_FLUENCY.acc_length.overall,READING_COMPREHENSION.acc_length.overall,MATH_FLUENCY.rt_mean.overall,MATH_FLUENCY.rt_sum.overall,MATH_FLUENCY.acc_mean.overall,MATH_FLUENCY.acc_sum.overall,READING_COMPREHENSION.rt_mean.overall,READING_COMPREHENSION.rt_sum.overall,READING_COMPREHENSION.acc_sum.overall,READING_COMPREHENSION.acc_score.overall,MATH_FLUENCY.rt_mean.overall.T4T3,MATH_FLUENCY.rt_sum.overall.T4T3,MATH_FLUENCY.acc_mean.overall.T4T3,MATH_FLUENCY.acc_sum.overall.T4T3,READING_COMPREHENSION.rt_mean.overall.T4T3,READING_COMPREHENSION.rt_sum.overall.T4T3,READING_COMPREHENSION.acc_sum.overall.T4T3,READING_COMPREHENSION.acc_score.overall.T4T3,Label,Group,LabelMF,GroupMF,zscore_TNT.dprime.tap_trace.residuals,zscore_SAAT.rt_sd.correct.sustained.residuals,zscore_SAAT.dprime.impulsive.residuals,zscore_FLANKER.rcs.overall.residuals,zscore_BOXED.rt_mean.correct.residuals,zscore_TASKSWITCH.rcs.overall.residuals,zscore_STROOP.rcs.overall.residuals,zscore_SPATIALSPAN.object_count_span.residuals,zscore_BACKWARDSSPATIALSPAN.object_count_span.residuals,zscore_X2017.ELA.SBAC.SS,zscore_X2017.Math.SBAC.SS,zscore_X2018.ELA.SBAC.SS,zscore_X2018.Math.SBAC.SS,zscore_combined.Math,zscore_combined.ELA,zscore_MATH_FLUENCY.rt_mean.overall,zscore_MATH_FLUENCY.rt_sum.overall,zscore_MATH_FLUENCY.acc_mean.overall,zscore_MATH_FLUENCY.acc_sum.overall,zscore_READING_COMPREHENSION.rt_mean.overall,zscore_READING_COMPREHENSION.rt_sum.overall,zscore_READING_COMPREHENSION.acc_sum.overall,zscore_READING_COMPREHENSION.acc_score.overall,zscore_MATH_FLUENCY.rt_mean.overall.T4T3,zscore_MATH_FLUENCY.rt_sum.overall.T4T3,zscore_MATH_FLUENCY.acc_mean.overall.T4T3,zscore_MATH_FLUENCY.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.rt_mean.overall.T4T3,zscore_READING_COMPREHENSION.rt_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_score.overall.T4T3,Clusters,BMU
ADMIN-UCSF-pe559,5,T3,6,2,Peterson,Hispanic or Latino,English Only,Grad School/post grad trng,No,,No,0,132.5978495,2,1,5,3,87.19373545,2.56286845,1.429122769,1.527766401,1.359944787,1.334776773,752.6804137,289.8480563,280.3768516,300.3716171,,-0.557685937,-9.312159828,-0.239680266,0.058950396,-0.15776521,-0.408251313,-32.42719442,-0.34363549,-2.769139563,NaN,,NaN,,2546,Standard Met,2548,Standard Nearly Met,50,39,2609.28,130464,0.959183673,47,3442.846154,134271,32,25,34.23020408,-932,0.020408163,1,-116.4071295,2113,4,6,pe559-T3,6-T3,pe559-T3-2,6-T3-2,-0.726958091,-0.409291916,-0.350699646,0.468360429,-0.352594028,-0.786612935,-0.827770225,-2.926491912,-0.326511946,NaN,NaN,-0.159806189,-0.243393031,-0.243393031,-0.159806189,0.46847251,0.602366354,0.308615114,-0.408616816,0.19700801,0.065693785,-0.53436795,-0.427616716,0.448231634,0.234031804,-0.015400908,-0.440656141,-0.005860666,0.242743798,0.50881981,0.540644691,2,64
ADMIN-UCSF-pe560,5,T3,6,2,Peterson,Asian,RFEP-Redesignated,Not HS Graduate,No,,No,0,132.8311828,2,1,5,5,126.8491012,2.480592936,0.671990495,1.346586722,1.455379255,1.047031563,882.3074708,341.2751811,360.7516464,311.1751892,,-0.877790531,-40.66415148,0.040884631,0.080934963,0.102960611,-0.31785868,-67.4472244,0.113388349,-0.29233213,2495,Standard Nearly Met,2429,Standard Not Met,2551,Standard Met,2556,Standard Met,41,30,3346.731707,137216,0.875,35,4626.466667,138794,23,16,-189.2200794,-1443,0.055232558,5,-254.0121212,5497,6,9,pe560-T3,6-T3,pe560-T3-2,6-T3-2,-1.176556485,-1.937939175,0.072160579,0.58992577,-0.768502894,-0.559665231,0.724376973,-0.333436531,0.113119937,NaN,NaN,-0.106021003,-0.165850482,-0.165850482,-0.106021003,1.700385555,1.21122039,-0.790843569,-1.484973306,1.468299114,0.370121328,-1.612317092,-1.246457237,-0.144879695,0.152711186,0.526418133,0.226116023,-0.188701827,0.488823519,0.872262531,0.880192719,4,50
ADMIN-UCSF-pe561,5,T3,6,2,Peterson,White,RFEP-Redesignated,College Graduate,No,,No,0,135.2311828,2,1,5,6,71.41971362,2.772824668,1.583277215,1.265213002,1.248690198,1.302132722,804.1222095,309.1746388,275.2715014,341.083474,,-0.239294202,9.58231342,0.106633276,-0.127252816,-0.206902444,-0.298789185,-48.31517457,-0.171883541,0.410047165,NaN,,NaN,,2545,Standard Met,2554,Standard Met,47,45,2778.255319,130578,0.914893617,43,2985.488889,134347,41,37,-419.4628663,-5562,-0.00923324,5,-699.3434343,-8609,3,-4,pe561-T3,6-T3,pe561-T3-2,6-T3-2,-0.279765468,0.511956886,0.171255253,-0.561264446,-0.541284666,-0.511787677,-1.120292921,0.40190865,-0.161295985,NaN,NaN,-0.170563226,-0.185236119,-0.185236119,-0.170563226,0.750745774,0.612646176,-0.269823497,-0.767402312,-0.294225638,0.070809083,0.543581191,0.664170645,-0.756020585,-0.502787106,-0.476579819,0.226116023,-0.780431048,-0.536944964,0.327098449,-0.591182072,3,221
ADMIN-UCSF-pe570,5,T3,6,2,Peterson,other,English Only,College Graduate,No,,No,0,137,2,1,4,4,94.96801084,2.369925874,1.242467896,1.316199747,1.167126554,1.075687003,NaN,333.3201872,351.6796444,313.548464,,-0.374914664,-10.06746678,-0.125908324,0.019121569,-0.210860147,-0.347695413,NaN,-0.957306287,-1.366086986,2540,Standard Met,2489,Standard Nearly Met,2437,Standard Not Met,2461,Standard Not Met,54,40,2324.962963,125548,0.942307692,49,3502.45,140098,30,20,-116.2356902,-4068,-0.082307692,-6,278.522973,-202,3,9,pe570-T3,6-T3,pe570-T3-2,6-T3-2,-0.470249276,-0.446118856,-0.17922549,0.248123889,NaN,-0.63457596,-1.143853831,-1.457587634,-0.916829617,NaN,NaN,-1.33232323,-1.086668248,-1.086668248,-1.33232323,-0.006479087,0.159071561,0.088210809,-0.229224067,0.261026704,0.457889074,-0.773912204,-0.882528117,0.048845135,-0.265031717,-1.61351644,-1.607507429,0.518898485,0.074400253,0.327098449,0.880192719,2,64
ADMIN-UCSF-pe573,5,T3,6,2,Peterson,White,English Only,Grad School/post grad trng,No,,No,0,134.7978495,2,1,6,6,100.4678325,2.243502511,2.2568724,1.21046779,1.437752646,0.757115224,675.422747,279.4618607,305.0816506,261.377303,,0.18180181,-24.26320203,-0.632325268,-0.299379161,-0.113339508,-1.062281386,25.72368583,0.564064211,0.134564654,NaN,,NaN,,2592,Standard Met,2609,Standard Met,60,44,2003.55,120213,0.983333333,59,3087.931818,135869,36,28,429.6615385,6314,-0.002941176,-9,-253.8666008,-5502,0,-2,pe573-T3,6-T3,pe573-T3-2,6-T3-2,0.311678999,-1.138268561,-0.942484135,-1.513050211,0.338024076,-2.428678427,-0.563296117,0.113496479,0.546645414,NaN,NaN,0.335017517,0.347868903,0.347868903,0.335017517,-0.543399428,-0.322006088,0.624015383,0.667739675,-0.184194777,0.173249658,-0.055279443,-0.154669876,1.49783784,1.387161355,-0.378684086,-2.107586552,-0.188508469,-0.311008293,-0.218065633,-0.364816719,1,171
ADMIN-UCSF-pe575,5,T3,6,2,Peterson,White,English Only,Grad School/post grad trng,No,,No,0,134.6978495,2,1,6,5,99.59256451,2.024086703,1.483551826,1.559466892,1.434922364,1.771860471,747.8468951,294.2994487,270.7347572,309.1824117,,-0.465428949,-20.99227135,-0.747055533,0.108236233,-0.068480462,0.06156297,-19.40474826,0.695923253,-0.727868405,2569,Standard Met,2529,Standard Met,2647,Standard Exceeded,2595,Standard Met,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe575-T3,6-T3,pe575-T3-2,6-T3-2,-0.597379839,-0.978785895,-1.115402651,0.740890227,-0.19793537,0.392944174,-0.296242235,-0.789414524,0.673486585,NaN,NaN,0.926654556,0.212169443,0.212169443,0.926654556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,89
ADMIN-UCSF-pe577,5,T3,6,2,Peterson,NaN,NaN,NaN,NaN,NaN,NaN,0,138.5311828,2,1,6,6,79.49481115,2.369925874,2.948173963,1.616197165,1.663870963,1.827785088,783.573134,308.9052117,287.8035798,326.8415987,,1.123312954,1.463714446,-0.298166442,0.222666968,0.207412358,0.224882114,-28.26174608,0.825722107,0.407549167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62,39,1900.387097,117824,0.887096774,55,3634.358974,141740,34,29,-171.4628543,-3715,0.00684262,4,-1126.829563,-13856,12,12,pe577-T3,6-T3,pe577-T3-2,6-T3-2,1.634065203,0.116113642,-0.438848512,1.373643711,-0.303123856,0.802987598,1.346196806,0.399293409,0.798345968,NaN,NaN,NaN,NaN,NaN,NaN,-0.715733053,-0.537431487,-0.632856838,0.308954178,0.402706156,0.568406435,-0.294823697,-0.063687596,-0.097746117,-0.208855242,-0.226461855,0.059422982,-1.34844867,-0.918499425,1.962590695,1.219740748,6,103
ADMIN-UCSF-pe578,5,T3,6,2,Peterson,Asian,English Only,College Graduate,No,,No,0,141.8645161,2,1,6,6,71.04596622,3.88320581,3.160513514,1.763865486,1.72163987,2.068195475,579.0663678,280.7136912,264.1168833,289.5002365,,1.096080979,5.360783602,1.016210232,0.258963925,0.17457121,0.258003433,124.3829735,0.575189009,0.146171021,2653,Standard Exceeded,2599,Standard Exceeded,2669,Standard Exceeded,2685,Standard Exceeded,73,48,1445.726027,105538,0.945205479,69,2684.645833,128863,46,44,-59.6860274,-1585,0.054794521,6,114.4193841,-106,-2,-2,pe578-T3,6-T3,pe578-T3-2,6-T3-2,1.595816916,0.306125306,1.54214634,1.574350506,1.509732739,0.886144898,1.150687609,0.125647586,0.55734686,NaN,NaN,1.163309372,1.084523116,1.084523116,1.163309372,-1.475244349,-1.645307774,0.126056595,1.564703416,-0.617352093,-0.298300057,1.142441825,1.301046605,0.198946738,0.130113284,0.519602879,0.392809064,0.300847596,0.081381238,-0.581508354,-0.364816719,6,63
ADMIN-UCSF-pe590,5,T3,6,2,Peterson,Hispanic or Latino,RFEP-Redesignated,High School Graduate,No,,Yes,0,139.5301075,2,1,5,6,79.84457061,2.826741109,NaN,1.593236241,1.443605038,1.357370245,887.5640641,268.3919271,268.3919271,NaN,,NaN,-5.427280967,-0.127189797,0.039657219,-0.143066867,-0.543422337,-206.7822445,-0.534312347,0.031929583,2552,Standard Met,2605,Standard Exceeded,2647,Standard Exceeded,2624,Standard Exceeded,47,41,2797.553191,131485,0.957446809,45,3370.268293,138181,35,29,-623.5174772,-9739,-0.011018237,8,-268.0864745,-1685,6,9,pe590-T3,6-T3,pe590-T3-2,6-T3-2,NaN,-0.219874622,-0.181156893,0.361677334,-2.423289321,-1.12598521,-0.740268374,0.006044273,-0.509932631,NaN,NaN,0.926654556,0.493261182,0.493261182,0.926654556,0.782982868,0.694433885,0.285931247,-0.588009564,0.119054318,0.32886241,-0.17505157,-0.063687596,-1.297649352,-1.167515526,-0.50435189,0.726195147,-0.207402974,-0.033441421,0.872262531,0.880192719,3,239
ADMIN-UCSF-pe591,5,T3,6,2,Peterson,Hispanic or Latino,RFEP-Redesignated,High School Graduate,Yes,Specific Learning Disability (SLD),Yes,0,133.8967742,2,1,4,6,115.6542298,3.133313787,NaN,1.34415593,1.508339951,1.044194141,NaN,342.700729,279.6112448,370.7404998,,NaN,-29.23911251,0.703663333,0.084135836,0.160503144,-0.310214209,NaN,-0.873943057,0.720884861,2567,Standard Met,2458,Standard Nearly Met,2581,Standard Met,2425,Standard Not Met,49,50,2604.285714,127610,0.959183673,47,2573.62,128681,43,36,-53.90571429,-91,0.020816327,2,80.70653061,1381,-1,-1,pe591-T3,6-T3,pe591-T3-2,6-T3-2,NaN,-1.380881917,1.071083661,0.607625242,NaN,-0.540472349,1.06693791,0.727335386,-0.836638759,NaN,NaN,0.216690109,-1.435609718,-1.435609718,0.216690109,0.460129556,0.345010101,0.308615114,-0.408616816,-0.736601593,-0.31054985,0.783125445,0.573188365,0.21428961,0.367868673,-0.009050456,-0.2739631,0.256052002,0.189513787,-0.399786993,-0.251634043,5,246
ADMIN-UCSF-pe594,5,T3,6,2,Peterson,Hispanic or Latino,RFEP-Redesignated,Grad School/post grad trng,No,,Yes,0,137.8967742,2,1,7,7,95.00802647,1.494308823,NaN,1.432895847,1.30619341,1.801853744,827.2918356,320.3747802,315.3803073,325.0125051,,NaN,-12.19763537,-1.09286077,0.08467649,-0.113400981,0.283285212,-50.88065278,1.927650152,1.51388946,2503,Standard Met,2428,Standard Not Met,2449,Standard Not Met,2544,Standard Nearly Met,42,38,3259.97619,136919,0.80952381,34,3729.947368,141738,29,20,-101.0459579,-1085,0.074197121,4,-129.8704453,-1335,9,17,pe594-T3,6-T3,pe594-T3-2,6-T3-2,NaN,-0.549980722,-1.636591446,0.610614829,-0.571753091,0.949619558,-0.563662077,1.557559333,1.858340349,NaN,NaN,-1.203238785,-0.282164305,-0.282164305,-1.203238785,1.555460468,1.184438748,-1.645978101,-1.57466968,0.505374768,0.568271822,-0.893684331,-0.882528117,0.089163734,0.209683361,0.821480291,0.059422982,-0.023749903,-0.007989913,1.417426613,1.785654129,4,33
ADMIN-UCSF-pe597,5,T3,6,2,Peterson,Asian,English Only,Grad School/post grad trng,No,,No,0,131.1967742,2,1,6,4,59.91124492,3.312760474,NaN,1.537706154,1.490190612,1.678450254,812.2420742,296.5659622,293.5756817,300.2463075,,NaN,19.05499734,0.557609464,0.095429418,-0.005927438,-0.015181828,-79.63037456,0.716065362,-1.706854387,2688,Standard Exceeded,2583,Standard Exceeded,2677,Standard Exceeded,2650,Standard Exceeded,58,46,2091.086207,121283,0.947368421,54,2870,132020,39,32,-56.22180012,-1226,0.035682426,4,-30.12765957,1454,8,15,pe597-T3,6-T3,pe597-T3-2,6-T3-2,NaN,0.973822035,0.850955011,0.670073966,-0.913193809,0.200261926,0.076147045,-1.814348814,0.69286219,NaN,NaN,1.249365669,0.745274466,0.745274466,1.249365669,-0.397170198,-0.225520036,0.154305123,0.219257804,-0.418268771,-0.085813267,0.304036937,0.209259244,0.208141948,0.187244599,0.222245335,0.059422982,0.108782257,0.194822245,1.235705253,1.559288776,5,231
ADMIN-UCSF-pe599,5,T3,6,2,Peterson,Hispanic or Latino,RFEP-Redesignated,High School Graduate,No,,Yes,0,133.4301075,2,1,6,6,81.57539134,3.88320581,NaN,1.498187162,1.514812714,1.87433614,989.7737016,276.1870009,271.6369397,281.3058197,,NaN,-5.899516574,0.984272491,-0.024597211,-0.04680513,0.030859855,-294.6518083,0.534961107,0.104201738,2459,Standard Nearly Met,2460,Standard Nearly Met,2531,Standard Met,2498,Standard Nearly Met,48,42,2669.583333,128140,0.958333333,46,3222.5,135345,40,38,207.8297101,4221,-0.023550725,-3,-369.7173913,-4117,2,0,pe599-T3,6-T3,pe599-T3-2,6-T3-2,NaN,-0.242899688,1.494010595,0.006377558,-3.466855837,0.31585823,-0.167205128,0.081708492,0.518649823,NaN,NaN,-0.321161745,-0.72803396,-0.72803396,-0.321161745,0.569209226,0.392802257,0.297509471,-0.49831319,-0.03965915,0.137981024,0.423809064,0.755152925,0.909022429,1.054081014,-0.699339927,-1.107428305,-0.342443968,-0.210293041,0.145377089,-0.138451367,3,241
ADMIN-UCSF-pe600,5,T3,6,2,Peterson,other,English Only,High School Graduate,No,,No,0,140.2967742,2,1,5,5,118.770709,2.233912521,NaN,1.288989517,NaN,1.102165398,NaN,303.6402715,343.3791887,248.9992604,,NaN,-38.6622556,-0.471326204,-0.125339969,NaN,-0.539450087,NaN,-0.221066493,-0.641264813,2402,Standard Not Met,2418,Standard Not Met,2387,Standard Not Met,2378,Standard Not Met,53,46,2358.188679,124984,0.94,47,2825.565217,129976,32,18,28.24528302,1497,0.022264151,4,-298.8985507,-1116,4,3,pe600-T3,6-T3,pe600-T3-2,6-T3-2,NaN,-1.840331576,-0.69983047,-0.550687213,NaN,-1.116012129,NaN,-0.698746228,-0.208607289,NaN,NaN,-1.870175084,-1.891172191,-1.891172191,-1.870175084,0.04902447,0.108213493,0.058071802,-0.408616816,-0.465994832,-0.223387863,-0.53436795,-1.064492677,0.432345664,0.620583237,0.013475673,0.059422982,-0.248344191,0.007935459,0.50881981,0.201096662,1,128
ADMIN-UCSF-pe602,5,T3,6,2,Peterson,White,English Only,Some College,No,,No,0,137.6301075,2,1,6,6,97.77509068,2.826741109,NaN,1.242876266,1.247433879,1.561731126,855.7488559,270.6395777,268.3328072,273.7851739,,NaN,-22.99489753,-0.111331658,-0.301823352,-0.332013877,-0.322534734,-170.8321844,0.48566213,0.052768713,2536,Standard Met,2608,Standard Exceeded,2556,Standard Met,2655,Standard Exceeded,56,37,2215.946429,124093,0.964285714,54,3865.567568,143026,32,27,-383.6130952,-8656,0.035714286,9,-724.5210559,-7961,6,6,pe602-T3,6-T3,pe602-T3-2,6-T3-2,NaN,-1.076429102,-0.157255912,-1.526565551,-1.996335125,-0.571405344,-1.86510354,0.027861479,0.471226909,NaN,NaN,-0.052235818,0.793738559,0.793738559,-0.052235818,-0.188591203,0.027868566,0.375248974,0.219257804,0.651040334,0.654962663,-0.53436795,-0.245652156,-0.660863376,-0.99516674,0.222741022,0.892888188,-0.813885543,-0.489823315,0.872262531,0.540644691,1,172
ADMIN-UCSF-pe606,5,T3,6,2,Peterson,NaN,NaN,NaN,NaN,NaN,NaN,0,140.0322581,2,1,4,6,76.83223669,2.826741109,NaN,1.351042717,1.605719423,1.272451736,751.303245,276.8296672,254.1573781,291.566655,,NaN,-1.052597651,-0.067657924,-0.169202786,0.046167165,-0.566299096,-54.99908174,-1.459327631,0.110160229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,32,2745.145833,131767,0.957446809,45,4627.4375,148078,26,20,-213.6948529,-2663,0.042553191,6,-1323.675595,-9320,5,0,pe606-T3,6-T3,pe606-T3-2,6-T3-2,NaN,-0.006575648,-0.091431979,-0.793230008,-0.620664845,-1.183421616,0.386275485,0.087946643,-1.399746633,NaN,NaN,NaN,NaN,NaN,NaN,0.695436379,0.719862919,0.285931247,-0.588009564,1.469341856,0.994995372,-1.253000711,-0.882528117,-0.209843879,-0.041439801,0.329144862,0.392809064,-1.610005731,-0.588647884,0.690541171,-0.138451367,5,245
ADMIN-UCSF-pe613,5,T3,6,2,Peterson,Asian,RFEP-Redesignated,Grad School/post grad trng,No,,No,0,136.6967742,2,1,5,5,84.52547326,2.783323784,1.058632733,1.617200772,1.636624418,1.668877929,721.0765814,265.906653,265.906653,NaN,,-1.131630005,-10.50945359,-0.188141796,0.053803607,0.041964621,-0.250188594,-44.86675369,-0.556398543,-0.991112677,2650,Standard Exceeded,2660,Standard Exceeded,2642,Standard Exceeded,2676,Standard Exceeded,65,49,1746.215385,113504,0.969230769,63,2687.571429,131691,42,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pe613-T3,6-T3,pe613-T3-2,6-T3-2,-1.53308314,-0.467669063,-0.273022184,0.439900866,-0.500330138,-0.389766754,0.361256993,-1.065014059,-0.531178341,NaN,NaN,0.872869371,0.997287749,0.997287749,0.872869371,-0.973276891,-0.926982647,0.439832561,1.026525171,-0.614209799,-0.107957123,0.663353318,0.482206085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,45
ADMIN-UCSF-pe614,5,T3,6,2,Peterson,other,English Only,Some College,No,,No,0,132.1301075,2,1,4,6,98.44605073,2.56286845,1.831340149,1.408288431,1.228261191,1.25153722,806.0979641,368.9830005,349.4773984,390.6558918,,0.517020159,-7.787423143,0.31865069,0.252097161,-0.035102057,0.090379445,59.73449661,-0.640377119,0.964561374,2570,Standard Met,2559,Standard Met,2564,Standard Met,2575,Standard Met,60,40,1945.516667,116731,0.983333333,59,3457.925,138317,35,30,-53.83924731,553,0.000537634,2,-169.6630952,-210,3,4,pe614-T3,6-T3,pe614-T3-2,6-T3-2,0.782505205,-0.334949444,0.490802468,1.53638021,0.741947139,0.465293353,-0.097534652,0.982448757,-0.611961128,NaN,NaN,0.033820479,0.018313071,0.018313071,0.033820479,-0.640344108,-0.635991537,0.624015383,0.667739675,0.213203744,0.338016102,-0.17505157,0.027294684,0.214466035,0.470354932,-0.324558638,-0.2739631,-0.076623961,0.073818505,0.327098449,0.314279338,5,206
ADMIN-UCSF-pe615,5,T3,6,2,Peterson,Asian,English Only,Grad School/post grad trng,No,,No,0,134.1634409,2,1,3,5,44.24630649,3.88320581,1.817245279,1.728202259,1.533154358,1.665014089,684.2270664,303.4822898,NaN,303.4822898,,-0.053699717,35.83663936,1.176852456,0.313248662,0.059266,0.022236983,61.10813653,-2.222470448,-0.642729542,2633,Standard Exceeded,2611,Standard Exceeded,2717,Standard Exceeded,2655,Standard Exceeded,60,41,2008.783333,120527,0.983333333,59,3370.317073,138183,35,29,-340.1116915,-8726,-0.029487179,3,-684.6504065,-9271,9,11,pe615-T3,6-T3,pe615-T3-2,6-T3-2,-0.019091351,1.792054298,1.784262185,1.874522103,0.758260917,0.294208888,0.46425518,-0.700279703,-2.133848194,NaN,NaN,1.679647152,0.793738559,0.793738559,1.679647152,-0.534657145,-0.29369149,0.624015383,0.667739675,0.119106711,0.328997023,-0.17505157,-0.063687596,-0.545396191,-1.006306551,-0.791702889,-0.107270059,-0.760907844,-0.585084673,1.417426613,1.106558072,5,251
ADMIN-UCSF-pe619,5,T3,6,2,Peterson,Asian,English Only,Grad School/post grad trng,No,,No,0,141.7634409,2,1,6,6,82.98583852,3.88320581,1.464622137,1.397390043,1.477452553,0.575254546,707.4741965,254.6203916,265.4001355,239.9207408,,-0.821551245,-10.79208775,0.832110817,-0.210593802,-0.153482291,-1.426798582,-52.02694579,0.343302432,-0.095753435,2630,Standard Exceeded,2593,Standard Exceeded,2600,Standard Met,2599,Standard Met,59,46,2050.559322,120983,0.830508475,49,2900.043478,133402,43,40,-273.2516297,-5458,0.153866525,14,-251.1659272,-3607,0,-3,pe619-T3,6-T3,pe619-T3-2,6-T3-2,-1.097566389,-0.481449621,1.264676418,-1.02210479,-0.585366826,-3.343867397,-0.802273246,-0.127631495,0.334284683,NaN,NaN,0.421073814,0.250940717,0.250940717,0.421073814,-0.464870357,-0.2525722,-1.371913413,-0.229224067,-0.385999977,0.00720439,0.783125445,0.937117485,-0.367927362,-0.48623653,2.061025173,1.726353393,-0.184919978,-0.173206558,-0.218065633,-0.477999395,1,235
ADMIN-UCSF-pe629,5,T3,6,2,Peterson,Hispanic or Latino,English Only,High School Graduate,No,,Yes,0,143.2967742,2,1,4,6,62.03670428,3.312760474,NaN,NaN,1.274928475,0.744944123,NaN,324.0927299,NaN,324.0927299,,NaN,21.37398339,0.75182261,NaN,-0.132716096,-0.746286744,NaN,-1.039309082,0.548360492,2444,Standard Nearly Met,2440,Standard Not Met,2440,Standard Not Met,2429,Standard Not Met,42,33,3255.857143,136746,0.902439024,37,4336.606061,143108,25,17,-159.288961,-497,-0.061529933,0,-988.2645972,-5826,8,8,pe629-T3,6-T3,pe629-T3-2,6-T3-2,NaN,1.086890185,1.143668089,NaN,NaN,-1.635314454,-0.678648393,0.546713656,-0.995711811,NaN,NaN,-1.300052119,-1.396838443,-1.396838443,-1.300052119,1.548579599,1.168838667,-0.432483422,-1.305580558,1.156968577,0.6604818,-1.372772838,-1.155474957,-0.065432557,0.303257771,-1.290243476,-0.607349182,-1.164331954,-0.334569117,1.235705253,0.767010043,3,243
ADMIN-UCSF-pe630,5,T3,6,2,Peterson,White,English Only,Grad School/post grad trng,No,,No,0,138.3967742,2,1,5,5,80.70494644,1.62963985,NaN,1.224493391,1.4257385,1.566947487,764.536202,303.2722609,276.9459381,328.1360103,,NaN,-0.655911653,-1.078195348,-0.191289931,-0.048824909,-0.077373938,-19.58737508,-0.224336938,-0.644676829,2624,Standard Exceeded,2651,Standard Exceeded,2616,Standard Met,2631,Standard Exceeded,51,39,2508.627451,127940,0.959183673,47,3602.179487,140485,34,29,-369.3116615,-5999,0.023272467,9,-207.8868043,-1319,-1,-4,pe630-T3,6-T3,pe630-T3-2,6-T3-2,NaN,0.012765802,-1.614488098,-0.915362562,-0.200104304,0.044116938,-0.179229231,-0.702318385,-0.211753278,NaN,NaN,0.593186407,0.561110912,0.561110912,0.593186407,0.300332432,0.374767481,0.308615114,-0.408616816,0.368143139,0.48393671,-0.294823697,-0.063687596,-0.622902617,-0.572331353,0.029163664,0.892888188,-0.127413306,-0.006826416,-0.399786993,-0.591182072,2,46
ADMIN-UCSF-pe631,5,T3,6,2,Peterson,other,English Only,Grad School/post grad trng,No,,No,0,138,2,1,8,7,91.45614084,3.88320581,2.948173963,1.647488651,1.484318075,1.843200829,735.0752119,253.2006534,256.709781,249.8762168,,0.649935647,-19.49161962,0.822093956,0.033896092,-0.151179934,-0.169291474,-82.23975807,2.330685468,0.891083439,2661,Standard Exceeded,2659,Standard Exceeded,NaN,,2698,Standard Exceeded,64,38,1817.515625,116321,0.953125,61,3666.184211,139315,33,28,-266.315625,-7737,0.032589286,8,-374.660401,-1071,6,8,pe631-T3,6-T3,pe631-T3-2,6-T3-2,0.96918978,-0.905617747,1.249579262,0.329820742,-0.944183667,-0.186659321,-0.788566905,0.905522165,2.246038232,NaN,NaN,NaN,1.210529758,1.210529758,NaN,-0.854169843,-0.672962828,0.229487406,0.847132423,0.436888682,0.405188042,-0.414595824,-0.154669876,-0.3495169,-0.848916939,0.174120378,0.726195147,-0.349011939,0.011207796,0.872262531,0.767010043,4,118
