pid,Cohort,Time,Grade,Gender,School,Ethnicity,Language.Fluency,Parent.Ed.Lvl,SpEd,SpEd.Dis,Low.Income,Time_since_firstgameplay,Age_months,Year_enrolled,Birthdate_provided,BACKWARDSSPATIALSPAN.object_count_span,SPATIALSPAN.object_count_span,SAATSUSTAINED.rt_sd.correct,SAATIMPULSIVE.dprime.overall,TNT.dprime.tap_trace,FLANKER.rcs.overall,STROOP.rcs.overall,TASKSWITCH.rcs.overall,BOXED.rt_mean.correct,BRT.rt_mean.correct,BRT.rt_mean.correct.dominant,BRT.rt_mean.correct.nondominant,,TNT.dprime.tap_trace.residuals,SAAT.rt_sd.correct.sustained.residuals,SAAT.dprime.impulsive.residuals,FLANKER.rcs.overall.residuals,STROOP.rcs.overall.residuals,TASKSWITCH.rcs.overall.residuals,BOXED.rt_mean.correct.residuals,BACKWARDSSPATIALSPAN.object_count_span.residuals,SPATIALSPAN.object_count_span.residuals,X2017.ELA.SBAC.SS,X2017.ELA.SBAC.PL,X2017.Math.SBAC.SS,X2017.Math.SBAC.PL,X2018.ELA.SBAC.SS,X2018.ELA.SBAC.PL,X2018.Math.SBAC.SS,X2018.Math.SBAC.PL,MATH_FLUENCY.acc_length.overall,READING_COMPREHENSION.acc_length.overall,MATH_FLUENCY.rt_mean.overall,MATH_FLUENCY.rt_sum.overall,MATH_FLUENCY.acc_mean.overall,MATH_FLUENCY.acc_sum.overall,READING_COMPREHENSION.rt_mean.overall,READING_COMPREHENSION.rt_sum.overall,READING_COMPREHENSION.acc_sum.overall,READING_COMPREHENSION.acc_score.overall,MATH_FLUENCY.rt_mean.overall.T4T3,MATH_FLUENCY.rt_sum.overall.T4T3,MATH_FLUENCY.acc_mean.overall.T4T3,MATH_FLUENCY.acc_sum.overall.T4T3,READING_COMPREHENSION.rt_mean.overall.T4T3,READING_COMPREHENSION.rt_sum.overall.T4T3,READING_COMPREHENSION.acc_sum.overall.T4T3,READING_COMPREHENSION.acc_score.overall.T4T3,Label,Group,LabelMF,GroupMF,zscore_TNT.dprime.tap_trace.residuals,zscore_SAAT.rt_sd.correct.sustained.residuals,zscore_SAAT.dprime.impulsive.residuals,zscore_FLANKER.rcs.overall.residuals,zscore_BOXED.rt_mean.correct.residuals,zscore_TASKSWITCH.rcs.overall.residuals,zscore_STROOP.rcs.overall.residuals,zscore_SPATIALSPAN.object_count_span.residuals,zscore_BACKWARDSSPATIALSPAN.object_count_span.residuals,zscore_X2017.ELA.SBAC.SS,zscore_X2017.Math.SBAC.SS,zscore_X2018.ELA.SBAC.SS,zscore_X2018.Math.SBAC.SS,zscore_combined.Math,zscore_combined.ELA,zscore_MATH_FLUENCY.rt_mean.overall,zscore_MATH_FLUENCY.rt_sum.overall,zscore_MATH_FLUENCY.acc_mean.overall,zscore_MATH_FLUENCY.acc_sum.overall,zscore_READING_COMPREHENSION.rt_mean.overall,zscore_READING_COMPREHENSION.rt_sum.overall,zscore_READING_COMPREHENSION.acc_sum.overall,zscore_READING_COMPREHENSION.acc_score.overall,zscore_MATH_FLUENCY.rt_mean.overall.T4T3,zscore_MATH_FLUENCY.rt_sum.overall.T4T3,zscore_MATH_FLUENCY.acc_mean.overall.T4T3,zscore_MATH_FLUENCY.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.rt_mean.overall.T4T3,zscore_READING_COMPREHENSION.rt_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_sum.overall.T4T3,zscore_READING_COMPREHENSION.acc_score.overall.T4T3,Clusters,BMU
ADMIN-UCSF-bo001,3,T1,3,2,Bowers,NaN,NaN,NaN,NaN,NaN,NaN,0,106.2333333,1,0,4,4,90.38495216,2.233912521,NaN,1.225005022,1.366692725,NaN,807.7605911,280.6973267,280.6973267,NaN,,NaN,-13.98084454,-0.633198516,-0.279961188,-0.180428531,NaN,-104.3413544,-1.424956419,-1.853980703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49,30,2623.020408,128528,0.979591837,48,4989.933333,149698,25,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo001-T1,3-T1,bo001-T1-2,3-T1-2,NaN,-0.298222361,-0.61014991,-0.413515048,0.053116368,NaN,-0.12432016,-1.375654596,-0.969198408,NaN,NaN,NaN,NaN,NaN,NaN,-0.482090522,-0.383114647,0.416468368,0.517524438,0.927409566,0.763778502,-0.930074636,-0.569673244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,44
ADMIN-UCSF-bo002,3,T1,3,2,Bowers,Hispanic or Latino,English Learner,Not HS Graduate,No,,Yes,0,100.2,1,1,6,6,70.95853602,3.397186445,NaN,1.210963936,1.244797438,NaN,1107.826927,312.8162333,308.7211875,317.4962857,,NaN,10.63145937,0.756688064,-0.167115665,-0.199090795,NaN,-345.3206954,0.860478671,0.443810268,2424,Standard Nearly Met,2440,Standard Met,NaN,,NaN,,38,34,3589.894737,136416,1,37,4148.529412,141050,27,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo002-T1,3-T1,bo002-T1-2,3-T1-2,NaN,0.646089193,1.509842812,0.167904129,-2.018635613,NaN,-0.229747755,0.874641826,1.178885751,-0.533646523,-0.701081671,NaN,NaN,-0.701081671,-0.533646523,0.599486937,0.494381313,0.602447749,-0.480285595,0.275058701,0.25421366,-0.666322127,-0.569673244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,119
ADMIN-UCSF-bo008,3,T1,3,2,Bowers,Asian,RFEP-Redesignated,Grad School/post grad trng,No,,No,0,98.42795699,1,1,5,5,58.00809297,1.208526888,NaN,0.879189488,1.059042723,NaN,977.4280741,334.4929947,NaN,334.4929947,,NaN,27.08181146,-1.279032649,-0.413255482,-0.315174471,NaN,-175.0445603,0.053116248,-0.355213282,2429,Standard Nearly Met,2494,Standard Met,2572,Standard Exceeded,2513,Standard Met,44,33,3070.727273,135112,1,42,4436.181818,146394,29,25,-444.1216379,-6639,0.021276596,7,45.9213732,-1273,2,5,bo008-T1,3-T1,bo008-T1-2,3-T1-2,NaN,1.277247397,-1.595240119,-1.100293367,-0.554734522,NaN,-0.885532217,0.092133818,0.420044497,-0.474708958,0.037237675,NaN,NaN,0.037237675,-0.474708958,0.018729117,0.349318593,0.602447749,-0.02673558,0.498079169,0.569097392,-0.402569619,-0.034371976,-0.472463103,-0.678191985,-0.017988793,0.465165533,-0.007501122,-0.079994613,0.337788481,0.541655092,3,196
ADMIN-UCSF-bo009,3,T1,3,2,Bowers,White,RFEP-Redesignated,High School Graduate,No,,Yes,0,99.13333333,1,1,4,3,111.2211801,1.413764688,NaN,0.95682809,0.975682321,NaN,NaN,372.505,462.79,327.3625,,NaN,-19.99389388,-0.805603857,-0.185449426,-0.276360908,NaN,NaN,-0.609077728,-2.00278435,2393,Standard Nearly Met,2434,Standard Nearly Met,2403,Standard Not Met,2433,Standard Nearly Met,25,36,6120.52,153013,0.958333333,23,3807.722222,137078,32,28,-2449.513846,-11372,-0.051578947,10,-196.2484144,-5437,-1,-3,bo009-T1,3-T1,bo009-T1-2,3-T1-2,NaN,-0.528927783,-0.873119618,0.073442249,NaN,NaN,-0.666265113,-1.521382523,-0.202352699,-0.899059428,-0.783117154,NaN,NaN,-0.783117154,-0.899059428,3.430327678,2.340704899,0.222739845,-1.750225636,0.010826673,0.020172084,-0.006940855,0.286808784,-4.077063596,-1.455101313,-0.828877577,0.896294564,-0.24132357,-0.344595578,-0.113592586,-0.249541221,2,65
ADMIN-UCSF-bo010,3,T1,3,2,Bowers,Asian,RFEP-Redesignated,High School Graduate,No,,Yes,0,100.3956989,1,1,4,3,101.977725,2.233912521,NaN,1.071386826,1.027846125,NaN,NaN,395.2342733,NaN,395.2342733,,NaN,-7.080592141,0.174908744,0.018901917,-0.151143198,NaN,NaN,-0.407086662,-1.792049519,2439,Standard Met,2441,Standard Met,2508,Standard Met,2507,Standard Met,52,41,2427.384615,126224,0.903846154,47,3391.585366,139055,30,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo010-T1,3-T1,bo010-T1-2,3-T1-2,NaN,-0.033477212,0.62245535,1.126331069,NaN,NaN,0.041119693,-1.315003508,-0.012500967,-0.356833827,-0.68740909,NaN,NaN,-0.68740909,-0.356833827,-0.700935162,-0.639421783,-0.27380126,0.426814435,-0.311809378,0.136662566,-0.270693364,-0.676733497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,209
ADMIN-UCSF-bo013,3,T1,3,2,Bowers,Hispanic or Latino,English Learner,Not HS Graduate,No,,Yes,0,103.6215054,1,1,7,5,35.01741079,2.94037121,NaN,1.127073325,1.240097815,NaN,923.2784684,326.7563517,332.7605818,320.4185532,,NaN,48.82334271,0.398226339,-0.195935462,-0.158985638,NaN,-135.1275372,1.984362058,-0.426943695,2365,Standard Not Met,2445,Standard Met,2430,Standard Nearly Met,2392,Standard Not Met,38,34,3654.526316,138872,0.842105263,32,4234.205882,143963,29,24,-174.2531401,-5009,0.089371981,5,3.80821256,3047,0,-1,bo013-T1,3-T1,bo013-T1-2,3-T1-2,NaN,2.111414699,0.963081473,0.019414563,-0.211559163,NaN,-0.003184127,0.021886048,2.235225575,-1.229109794,-0.632718768,NaN,NaN,-0.632718768,-1.229109794,0.671785949,0.7675976,-0.83644536,-0.933835609,0.341484728,0.425855934,-0.402569619,-0.14143223,0.012613141,-0.410631832,0.739918999,0.177746179,-0.048162686,0.194519357,0.036867769,-0.051742143,6,101
ADMIN-UCSF-bo014,3,T1,3,2,Bowers,Hispanic or Latino,IFEP-Initially Fluent,High School Graduate,No,,Yes,0,100.6215054,1,1,6,4,84.42709682,2.729521876,NaN,0.966903481,1.044253404,NaN,1051.50372,330.0192353,342.2729474,314.4978667,,NaN,-0.059521285,0.210398048,-0.343215196,-0.34434285,NaN,-257.350281,1.013358732,-1.396691816,2536,Standard Exceeded,2480,Standard Met,2569,Standard Exceeded,2542,Standard Met,44,37,3017.295455,132761,1,44,3888.621622,143879,35,33,452.6516698,6828,0.040816327,-3,83.79940711,-2074,-3,-4,bo014-T1,3-T1,bo014-T1-2,3-T1-2,NaN,0.235903434,0.676587153,-0.739421582,-1.262334763,NaN,-1.05031137,-0.927817713,1.322577969,0.78655494,-0.154178452,NaN,NaN,-0.154178452,0.78655494,-0.041041474,0.087782969,0.602447749,0.154684426,0.073548977,0.420906414,0.388687908,0.822110052,1.139445776,1.532380149,0.199490177,-0.971931236,0.029071295,-0.130894078,-0.414513298,-0.348440761,3,198
ADMIN-UCSF-bo023,3,T1,3,2,Bowers,Hispanic or Latino,English Learner,Not HS Graduate,No,,Yes,0,104.944086,1,1,4,5,76.39911096,3.312760474,1.980752397,1.267837706,1.251306597,NaN,NaN,322.2284,322.2284,NaN,,0.269111835,6.710563804,0.738668963,-0.073058876,-0.162330096,NaN,NaN,-1.055877054,-0.468924674,2373,Standard Nearly Met,2412,Standard Nearly Met,2329,Standard Not Met,2446,Standard Nearly Met,49,29,2605.367347,127663,0.959183673,47,5082.172414,147383,23,17,1292.88604,15322,0.038784067,-14,811.8980392,7758,-2,0,bo023-T1,3-T1,bo023-T1-2,3-T1-2,0.984667479,0.495654394,1.482358294,0.652517247,NaN,NaN,-0.022077771,-0.019227199,-0.622300112,-1.13480969,-1.083913924,NaN,NaN,-1.083913924,-1.13480969,-0.501837818,-0.479341068,0.230488986,0.426814435,0.998923665,0.627372095,-1.193827145,-0.890854004,2.649728509,2.926647597,0.176870946,-2.552737682,0.732073126,0.493879382,-0.264052942,0.047157396,5,227
ADMIN-UCSF-bo024,3,T1,3,2,Bowers,Hispanic or Latino,RFEP-Redesignated,Not HS Graduate,No,,Yes,0,106.944086,1,1,6,6,77.50722009,2.94037121,2.10040051,1.055569725,1.555072579,NaN,923.8032443,288.35652,285.4788182,290.6175714,,0.10091673,0.133533515,0.127299065,-0.419138634,0.032568651,NaN,-206.2939041,0.643109488,0.217031634,2505,Standard Exceeded,2520,Standard Exceeded,2488,Standard Met,2549,Standard Exceeded,41,29,3353.317073,137486,0.87804878,36,5168.689655,149892,25,21,-367.6713555,-4417,0.023870418,6,-126.026738,91,-1,-3,bo024-T1,3-T1,bo024-T1-2,3-T1-2,0.718089507,0.243310456,0.549836351,-1.130605402,-0.82339195,NaN,1.078951886,0.652550629,0.974580103,0.421142035,0.392724768,NaN,NaN,0.392724768,0.421142035,0.334843373,0.613412839,-0.508892457,-0.570995598,1.066001552,0.775209536,-0.930074636,-0.46261299,-0.335047228,-0.313456611,0.01088068,0.321455856,-0.173522361,0.006680631,-0.113592586,-0.249541221,5,119
ADMIN-UCSF-bo025,3,T1,3,2,Bowers,Hispanic or Latino,English Learner,Not HS Graduate,No,,Yes,0,107.3634409,1,1,4,4,91.15734696,1.346949188,1.962434363,0.936938885,1.036138004,NaN,983.57362,404.433,NaN,404.433,,0.94936845,5.225003438,-0.647153629,-0.079206206,-0.113285793,NaN,-52.52617639,-0.325339191,-0.706763373,2361,Standard Not Met,2374,Standard Not Met,2376,Standard Not Met,2347,Standard Not Met,45,42,2931.044444,131897,0.977777778,44,3265.642857,137157,28,14,-293.3053817,-3711,0.13256607,11,-381.6235679,-5609,2,-1,bo025-T1,3-T1,bo025-T1-2,3-T1-2,2.062828637,0.438657218,-0.631435631,0.620844076,0.498582761,NaN,0.254985232,-0.252149853,0.064333614,-1.276259846,-1.603471982,NaN,NaN,-1.603471982,-1.276259846,-0.137524694,-0.008332207,0.399936867,0.154684426,-0.409454162,0.024826989,-0.534445873,-1.212034765,-0.201377802,-0.197568594,1.220673119,1.040004241,-0.420309035,-0.355525301,0.337788481,-0.051742143,5,144
ADMIN-UCSF-bo027,3,T1,3,2,Bowers,Asian,RFEP-Redesignated,NaN,No,,Yes,0,104.8150538,1,1,6,5,64.37242445,2.040969945,NaN,0.795044888,1.186160483,NaN,1020.701708,372.5436,NaN,372.5436,,NaN,26.8610941,-0.178126261,-0.347080139,-0.065758681,NaN,-148.3190515,1.391265304,-0.00242647,2466,Standard Met,2515,Standard Exceeded,2522,Standard Met,2517,Standard Met,46,43,2902.934783,133535,0.977777778,44,3171.116279,136358,39,35,-341.1672727,-5783,0.08,9,248.6452453,6524,9,20,bo027-T1,3-T1,bo027-T1-2,3-T1-2,NaN,1.268779033,0.083971382,-0.759335105,-0.32496949,NaN,0.52347726,0.437628648,1.677772971,-0.038570975,0.324361865,NaN,NaN,0.324361865,-0.038570975,-0.168969087,0.173886148,0.399936867,0.154684426,-0.482741787,-0.022252371,0.916192925,1.036230559,-0.287407355,-0.537681868,0.635608007,0.752584887,0.188235069,0.415464975,1.39101097,2.02514818,6,99
ADMIN-UCSF-bo031,3,T1,3,2,Bowers,Hispanic or Latino,RFEP-Redesignated,NaN,No,,Yes,0,105.5247312,1,1,3,6,72.26294567,1.979629853,1.584881906,1.093219151,1.275605984,NaN,1020.382435,409.6326667,409.6326667,NaN,,0.616002757,24.9589379,0.022212913,0.097615484,0.142894379,NaN,-79.76951437,-1.279130666,1.341445422,2388,Standard Nearly Met,2473,Standard Met,2551,Standard Exceeded,2490,Standard Met,44,30,3075.681818,135330,0.886363636,39,4784.533333,143536,29,28,-319.7195767,-4067,-0.033257748,3,1214.965217,11334,-7,-3,bo031-T1,3-T1,bo031-T1-2,3-T1-2,1.534466349,1.195798134,0.38954854,1.531890599,0.264365839,NaN,1.702208322,1.75372317,-0.832136545,-0.957996994,-0.249886515,NaN,NaN,-0.249886515,-0.957996994,0.024271435,0.373569876,-0.433119261,-0.298865589,0.768160406,0.400695875,-0.402569619,0.286808784,-0.248856105,-0.256005045,-0.624960966,-0.109673174,1.121246999,0.721115946,-1.01635472,-0.249541221,6,21
ADMIN-UCSF-bo032,3,T1,3,2,Bowers,Hispanic or Latino,English Learner,High School Graduate,No,,Yes,0,102.5569892,1,1,5,6,40.91885243,3.397186445,1.861104284,1.169296803,1.291269456,NaN,1017.979761,409.1768167,409.1768167,NaN,,0.888351322,56.22943004,1.436553288,0.171892288,0.157092708,NaN,-78.20543662,0.716818275,1.337219001,2470,Standard Met,2470,Standard Met,2523,Standard Met,2473,Standard Nearly Met,46,30,2817,129582,0.956521739,44,4938.433333,148153,26,22,-143.8383333,-1700,0.00042517,1,277.8896825,5848,-6,-11,bo032-T1,3-T1,bo032-T1-2,3-T1-2,1.966120577,2.395567449,2.546840613,1.914590391,0.277812557,NaN,1.78241808,1.749584108,1.043859112,0.008579078,-0.290904256,NaN,NaN,-0.290904256,0.008579078,-0.265098564,-0.265863032,0.206230806,0.154684426,0.887480979,0.672742693,-0.798198382,-0.355552737,0.067282361,0.132531693,-0.250067047,-0.397092528,0.216471481,0.372508622,-0.865894365,-1.040737535,6,63
ADMIN-UCSF-bo034,3,T1,3,2,Bowers,Hispanic or Latino,English Only,Some College,Yes,Specific Learning Disability (SLD),No,0,105.7505376,1,1,6,6,80.68740627,1.845983285,0.318844797,0.906046166,1.346974248,NaN,1161.24992,378.5544667,323.0418571,427.128,,-0.914136879,11.51662103,-0.330703679,-0.212332769,0.114374544,NaN,-277.8094759,1.444682822,1.053303379,2416,Standard Nearly Met,2418,Standard Nearly Met,2390,Standard Not Met,2461,Standard Nearly Met,38,27,3755.789474,142720,0.552631579,21,5388.851852,145499,16,5,-352.1047297,-2556,0.004054054,3,-198.6742424,-1951,2,3,bo034-T1,3-T1,bo034-T1-2,3-T1-2,-0.890702454,0.680050596,-0.148754813,-0.065070035,-1.438226926,NaN,1.54109295,1.471536924,1.727980183,-0.627946628,-1.001878441,NaN,NaN,-1.001878441,-0.627946628,0.785062251,1.195666116,-3.474416061,-1.931645642,1.236696026,0.516361438,-2.116960925,-2.175577047,-0.307066932,-0.007978424,-0.20967724,-0.109673174,-0.243665782,-0.123078055,0.337788481,0.343856014,4,35
ADMIN-UCSF-bo036,3,T1,3,2,Bowers,White,English Only,Some College,Yes,Speech or Language Impairment (SLI),No,0,100.0333333,1,1,3,5,100.1192256,1.539194777,0.637484161,1.019253936,0.876478921,NaN,1202.098298,369.3972692,345.5032,384.3310625,,-0.673315374,-9.393710549,-0.702100141,-0.135300755,-0.38555283,NaN,-335.5037347,-1.636695586,-0.031597727,2376,Standard Nearly Met,2489,Standard Met,2465,Standard Nearly Met,2513,Standard Met,34,24,4188.235294,142400,0.970588235,33,6198.5,148764,17,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo036-T1,3-T1,bo036-T1-2,3-T1-2,-0.509016504,-0.122225687,-0.715245495,0.331825552,-1.934237059,NaN,-1.283116407,0.409060351,-1.168212395,-1.09944715,-0.031125227,NaN,NaN,-0.031125227,-1.09944715,1.268810385,1.160067903,0.334418641,-0.843125606,1.864426247,0.708744556,-1.985084671,-1.640275779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,237
ADMIN-UCSF-bo039,3,T1,3,2,Bowers,Hispanic or Latino,English Only,Some College,No,,Yes,0,100.4924731,1,1,5,4,133.0114469,2.416428621,1.099127436,0.951538131,1.112584085,NaN,1111.76975,367.9830833,310.5264545,416.6002308,,-0.22368985,-42.51426501,0.165156016,-0.208603339,-0.153992986,NaN,-247.7767698,0.350736792,-1.044709375,2415,Standard Nearly Met,2421,Standard Nearly Met,2475,Standard Met,2425,Standard Nearly Met,38,29,3590.578947,136442,0.894736842,34,4881.655172,141568,27,25,-149.8116162,-3651,0.068181818,3,273.4200772,2045,-3,-4,bo039-T1,3-T1,bo039-T1-2,3-T1-2,0.203609827,-1.392977192,0.607579523,-0.045854722,-1.180029198,NaN,0.025020559,-0.583110628,0.69977853,-0.639734141,-0.9608607,NaN,NaN,-0.9608607,-0.639734141,0.600252317,0.497273668,-0.356814324,-0.752415603,0.843460169,0.284735699,-0.666322127,-0.034371976,0.056545659,-0.187719754,0.504070574,-0.109673174,0.212155938,0.130847366,-0.414513298,-0.348440761,1,131
ADMIN-UCSF-bo041,3,T1,3,2,Bowers,White,English Only,College Graduate,No,,No,0,99.2,1,1,5,5,87.37530611,1.979629853,2.399823084,1.189868628,1.39813199,NaN,810.1869689,329.1460323,329.689375,328.5664667,,0.746968558,-3.148717093,-0.545654797,-0.123699661,0.006729183,NaN,-17.63990281,0.00559873,-0.404787732,2604,Standard Exceeded,2567,Standard Exceeded,2596,Standard Exceeded,2592,Standard Exceeded,63,48,1866.460317,117587,0.952380952,60,2723.041667,130706,41,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo041-T1,3-T1,bo041-T1-2,3-T1-2,1.742038369,0.117378842,-0.476619556,0.391598402,0.798507668,NaN,0.932978549,0.043584055,0.375382704,1.588105828,1.03533605,NaN,NaN,1.03533605,1.588105828,-1.32840355,-1.600239811,0.168495859,1.606044473,-0.830139575,-0.355284342,1.179945434,0.929170306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,144
ADMIN-UCSF-bo044,3,T1,3,2,Bowers,Asian,English Learner,High School Graduate,No,,No,0,106.6860215,1,1,3,5,91.50272739,1.373433662,0.470220995,1.056133774,1.161649346,NaN,1184.971435,321.3714091,329.8884167,311.151,,-1.248702274,-8.53142155,-1.206704287,-0.288148374,-0.254741791,NaN,-406.7268214,-2.063492982,-0.476870279,2434,Standard Met,2409,Standard Nearly Met,2447,Standard Nearly Met,2432,Standard Nearly Met,38,33,3757.157895,142772,0.842105263,32,4349.181818,143523,22,11,-694.7948718,-6776,0.019509476,7,-544.4152824,-7743,4,2,bo044-T1,3-T1,bo044-T1-2,3-T1-2,-1.420966189,-0.089141849,-1.484917735,-0.455698263,-2.546557478,NaN,-0.544133548,-0.027008571,-1.569359962,-0.415771393,-1.124931666,NaN,NaN,-1.124931666,-0.415771393,0.786593012,1.201450826,-0.83644536,-0.933835609,0.430626993,0.399929878,-1.325703399,-1.533215526,-0.923036741,-0.70068017,-0.037656996,0.465165533,-0.577489489,-0.491130118,0.638709192,0.244956475,1,211
ADMIN-UCSF-bo301,3,T1,3,2,Bowers,other,English Only,NaN,No,,Yes,0,101.8473118,1,1,3,4,100.094986,2.49778518,NaN,0.967379732,1.410953535,NaN,1017.398468,320.2477037,326.5657692,314.3809286,,NaN,-17.30511252,-0.090280992,-0.381341645,-0.009049291,NaN,-241.2210594,-2.073479155,-1.487288732,2285,Standard Not Met,2346,Standard Not Met,NaN,,NaN,,25,29,5787.12,144678,0.52,13,5194.896552,150652,20,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,bo301-T1,3-T1,bo301-T1-2,3-T1-2,NaN,-0.425766075,0.21796169,-0.935862238,-1.123668325,NaN,0.843842174,-1.016542022,-1.578745982,-2.172110839,-1.986304236,NaN,NaN,-1.986304236,-2.172110839,3.057375461,1.413482684,-3.771787304,-2.657325665,1.086320083,0.819990905,-1.589455908,-1.533215526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,245
ADMIN-UCSF-br060,3,T1,3,2,Bracher,Hispanic or Latino,English Only,College Graduate,No,,No,0,102.9967742,1,1,4,5,100.2908096,1.956672259,0.470220995,0.993376516,1.151906556,NaN,1109.78725,443.2005806,425.1851111,468.1450769,,-0.213398038,2.350917065,0.236091342,0.130383799,0.127085212,NaN,-107.4216925,0.019181499,0.652670888,2445,Standard Met,2420,Standard Nearly Met,2447,Standard Nearly Met,2456,Standard Nearly Met,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,br060-T1,3-T1,br060-T1-2,3-T1-2,0.219921659,0.328385828,0.715777111,1.700724295,0.02663403,NaN,1.612898555,1.079185369,0.388149171,-0.286108749,-0.97453328,NaN,NaN,-0.97453328,-0.286108749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,19
ADMIN-UCSF-br070,3,T1,3,2,Bracher,White,English Only,College Graduate,No,,No,0,103.7333333,1,1,4,5,121.3276962,2.826741109,1.368879544,1.171979878,1.100682855,NaN,882.0669808,349.9700879,333.4825235,367.488125,,-0.107012168,-33.73887517,0.448379099,-0.059322418,-0.223789585,NaN,-51.21129834,-0.80934154,-0.211717158,2596,Standard Exceeded,2565,Standard Exceeded,NaN,,NaN,,48,44,2698.9375,129549,0.916666667,44,3099.113636,136361,42,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,br070-T1,3-T1,br070-T1-2,3-T1-2,0.388536135,-1.056287785,1.039579431,0.723292231,0.509887054,NaN,-0.36927713,0.232663927,-0.390580981,1.493805724,1.007990889,NaN,NaN,1.007990889,1.493805724,-0.397167164,-0.269534097,-0.156968059,0.154684426,-0.538566326,-0.022075602,1.311821688,1.571531827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,225
ADMIN-UCSF-br072,3,T1,3,2,Bracher,other,English Only,Some College,Yes,Speech or Language Impairment (SLI),Yes,0,95.86666667,1,1,6,4,132.6192076,0.820470603,0.212339552,0.979924349,0.775226212,NaN,NaN,343.2391613,360.8033529,321.9112143,,-1.320751571,-46.11715558,-1.605380979,-0.277968654,-0.570880025,NaN,NaN,1.130841896,-1.274123055,2340,Standard Not Met,2388,Standard Nearly Met,2467,Standard Nearly Met,2435,Standard Nearly Met,58,43,2090.775862,121265,0.98245614,56,3196.325581,137442,34,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,br072-T1,3-T1,br072-T1-2,3-T1-2,-1.535159497,-1.531210947,-2.093018927,-0.403248823,NaN,NaN,-2.330074077,-0.807782406,1.433000586,-1.523797621,-1.412055856,NaN,NaN,-1.412055856,-1.523797621,-1.077476796,-1.191082846,0.442570737,1.243204461,-0.463196703,0.041620003,0.256811653,-0.034371976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,150
ADMIN-UCSF-br089,3,T1,3,2,Bracher,other,English Only,Some College,No,,Yes,0,104.1,1,1,5,4,64.33607213,2.647992757,2.346858753,1.08623083,1.446363866,NaN,885.378731,305.8484607,312.2582786,299.4386429,,0.496021477,16.1289134,-0.041666247,-0.319375145,-0.019919408,NaN,-135.6906425,-0.201442702,-1.62079155,2579,Standard Exceeded,2559,Standard Exceeded,2555,Standard Exceeded,2576,Standard Exceeded,36,27,3946.75,142083,0.828571429,29,5584.111111,150771,24,21,180.7617754,2839,-0.002717391,-2,41.43951613,-3292,1,3,br089-T1,3-T1,br089-T1-2,3-T1-2,1.344304059,0.857012533,0.292113716,-0.616589391,-0.216400302,NaN,0.782434282,-1.147285382,0.180784125,1.293418001,0.925955406,NaN,NaN,0.925955406,1.293418001,0.998676984,1.124803423,-0.959779055,-1.205965618,1.388082944,0.827002725,-1.06195089,-0.46261299,0.650736165,0.877596438,-0.285044039,-0.828221559,-0.011828494,-0.208291767,0.187328125,0.343856014,5,165
ADMIN-UCSF-br092,3,T1,3,2,Bracher,Hispanic or Latino,RFEP-Redesignated,High School Graduate,No,,Yes,0,103.8,1,1,5,5,110.589572,2.983804545,1.783873157,1.212526685,1.284881883,NaN,877.4971786,370.1916129,344.3010526,411.185,,0.479823954,-19.73580304,0.748114062,0.06111007,0.025403223,NaN,-9.441314828,0.370363607,-0.024232957,2413,Standard Nearly Met,2452,Standard Met,2477,Standard Met,2482,Standard Nearly Met,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-421.2182357,8140,-0.029166667,10,217.4794372,2992,-4,-6,br092-T1,3-T1,br092-T1-2,3-T1-2,1.31863207,-0.519025493,1.496764895,1.343802076,0.868992718,NaN,1.038472669,0.416272894,0.718225805,-0.663309167,-0.537010705,NaN,NaN,-0.537010705,-0.663309167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.431295288,1.747741451,-0.579426866,0.896294564,0.158143514,0.191024387,-0.564973653,-0.546239839,5,147
